year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,SolutionExplain
p2,1,ตัวเลือกใดถูกต้องเกี่ยวกับลักษณะของตราสารหนี้ที่มีความเสี่ยงสูงหรือมีความซับซ้อน,1. มีการจ่ายกระแสเงินสดไม่แน่นอน ผู้ถือตราสารมีสิทธิเลื่อนงดรับดอกเบี้ยตามที่ระบุไว้ในข้อกำหนดของตราสาร 2. มีการกำหนดอายุของตราสารที่ชัดเจน ส่วนใหญ่มีอายุระหว่าง 5-10 ปี 3. มีลำดับสิทธิในการรับชำระหนี้คืนด้อยกว่าเจ้าหนี้ผู้ถือตราสารหนี้ที่มีลักษณะเป็นตราสารหนี้แท้ 4. Callable Bond ที่มีการกำหนดให้สิทธิแก่ผู้ออกตราสารหนี้ไถ่ถอนตราสารหนี้ได้ก่อนกำหนดถือว่าเป็นตราสารหนี้ที่มีความเสี่ยงสูงหรือมีความซับซ้อน,3,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด ตราสารหนี้ที่มีความเสี่ยงสูงหรือมีความซับซ้อน เป็นตราสารหนี้ที่มีการจ่ายกระแสเงินสดไม่แน่นอนแต่ให้สิทธิผู้ออกตราสาร (ไม่ใช่ให้สิทธิผู้ถือตราสาร) ในการเลื่อนหรืองดจ่ายการชำระหนี้ หรือดอกเบี้ยตามที่ได้ระบุไว้ ตัวเลือก 2 ผิด ตราสารหนี้ที่มีความเสี่ยงสูงหรือมีความซับซ้อน จะมีอายุของตราสารไม่ชัดเจนแน่นอน บางกรณีไม่กำหนดอายุตราสาร ตัวเลือก 3 ถูก ตราสารหนี้ที่มีความเสี่ยงสูงหรือมีความซับซ้อน เป็นตราสารหนี้ที่มีลำดับสิทธิในการรับชำระหนี้ด้อยกว่าเจ้าหนี้ผู้ถือตราสารหนี้ที่มีลักษณะตราสารหนี้แท้ ตัวเลือก 4 ผิด Callable Bond ไม่ถือว่าเป็นตราสารหนี้ที่มีความเสี่ยงสูงหรือมีความซับซ้อน แต่ถือว่าเป็นตราสารหนี้ปกติ
p2,2,ตัวเลือกใดถูกต้องเกี่ยวกับตราสารหนี้ที่ความซับซ้อนเกิดจากการมีลักษณะคล้ายตราสารทุน (Hybrid Securities),1. มีการจ่ายผลตอบแทนที่อยู่ในรูปแบบทั้งดอกเบี้ยจ่ายและเงินปันผล 2. มีการกำหนดอายุของตราสารที่ชัดเจน 3. มีลำดับสิทธิในการรับชำระหนี้คืน 4. มีอัตราผลตอบแทนที่ต่ำกว่าตราสารหนี้ปกติที่มีอายุเท่ากันและอันดับความน่าเชื่อถือในระดับเดียวกัน,3,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด ตราสารหนี้ที่มีความซับซ้อนเกิดจากการมีลักษณะคล้ายตราสารทุน จะมีการจ่ายดอกเบี้ยคล้ายกับตราสารหนี้ปกติ และจะไม่มีการจ่ายเงินปันผล ตัวเลือก 2 ผิด ตราสารหนี้ที่มีความซับซ้อนเกิดจากการมีลักษณะคล้ายตราสารทุน อาจมีอายุของตราสารไม่ชัดเจนและมักจะยาวกว่าตราสารหนี้ปกติ ในบางกรณีไม่กำหนดอายุตราสารหรือจะไถ่ถอนเมื่อเลิกกิจการ ตัวเลือก 3 ถูก เพราะตราสารหนี้ที่มีความซับซ้อนเกิดจากการมีลักษณะคล้ายตราสารทุน เป็นตราสารหนี้ที่มีลำดับสิทธิในการรับชำระหนี้คืนด้อยกว่าเจ้าหนี้บุริมสิทธิ์และเจ้าหนี้สามัญ ตัวเลือก 4 ผิด ตราสารหนี้ที่มีความซับซ้อนเกิดจากการมีลักษณะคล้ายตราสารทุน มีอัตราผลตอบแทนที่สูงกว่า เมื่อเปรียบเทียบกับตราสารหนี้ปกติที่มีอายุเท่ากันและอันดับความน่าเชื่อถือในระดับเดียวกัน เพื่อชดเชยความเสี่ยงของตราสารที่สูงกว่าตราสารหนี้ทั่วไป เช่น ความเสี่ยงที่มีลำดับสิทธิในการรับชำระหนี้คืนด้อยกว่าเจ้าหนี้บุริมสิทธิ์และเจ้าหนี้สามัญ
p2,3,ตัวเลือกใดถูกต้องเกี่ยวกับตราสารหนี้ที่ผู้ออกตราสารมีสิทธิเลื่อนการจ่ายดอกเบี้ย,1. สิทธิในการเลื่อนจ่ายดอกเบี้ย 2. ภายหลังการตัดสินใจเลื่อนชำระดอกเบี้ย 3. ตราสารหนี้ประเภทนี้มักมีข้อกำหนดเพิ่มเติม 4. ตราสารหนี้ประเภทนี้มีอัตราผลตอบแทนที่ต่ำกว่าตราสารหนี้ปกติที่มีอายุเท่ากันและอันดับความน่าเชื่อถือในระดับเดียวกัน,3,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด สิทธิในการเลื่อนการจ่ายดอกเบี้ย เป็นสิทธิที่ของบริษัทผู้ออกตราสารเพียงผู้เดียว ตัวเลือก 2 ผิด ภายหลังการตัดสินใจเลื่อนชำระดอกเบี้ย หากผู้ออกตราสารหนี้ปฏิบัติตามเงื่อนไขที่เกี่ยวข้องกับการเลื่อนการจ่ายดอกเบี้ยจนครบถ้วนและถูกต้อง จะไม่ถือว่าเป็นผิดนัดชำระหนี้ตามข้อกำหนดสิทธิการออกหุ้นกู้ ตัวเลือก 3 ถูก ตราสารหนี้ประเภทนี้มักมีข้อกำหนดเพิ่มเติม หากบริษัทประกาศเลื่อนการจ่ายดอกเบี้ยแล้ว ห้ามจ่ายปันผลให้แก่ผู้ถือหุ้น เป็นข้อกำหนดสำหรับการคุ้มครองผู้ลงทุนในตราสารประเภทนี้ ตัวเลือก 4 ผิด ตราสารหนี้ที่ผู้ออกตราสารมีสิทธิเลื่อนการจ่ายดอกเบี้ยมีอัตราผลตอบแทนที่สูงกว่า เมื่อเปรียบเทียบกับตราสารหนี้ปกติที่มีอายุเท่ากันและอันดับความน่าเชื่อถือในระดับเดียวกัน เพื่อชดเชยความเสี่ยงเลื่อนการจ่ายดอกเบี้ย
p2,4,ตัวเลือกใดถูกต้องเกี่ยวกับ ตราสาร BaselII,1. ผู้ออกตราสาร สามารถเป็นได้ทั้งบริษัททั่วไปและสถาบันการเงิน 2. เป็นตราสารหนี้ ไม่ด้อยสิทธิเพื่อผู้ออกตราสาร ใช้นับเป็นเงินกองทุน ตามเกณฑ์ Basel 3. มีข้อกำหนดที่จะแปลงเป็นหุ้นสามัญ หรือตัดหนี้สูญเมื่อเกิดเหตุการณ์ trigger events 4. มีสภาพคล่องสำหรับการซื้อขายเปลี่ยนมือ อยู่ระดับสูงกว่าตราสารหนี้ทั่วไป,3,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด ธนาคารพาณิชย์เท่านั้น เป็นผู้ออกตราสารตามเกณฑ์ Basel ตัวเลือก 2 ผิด ตราสารหนี้ประเภทนี้ คือตราสารหนี้ด้อยสิทธิ (ไม่ใช่ตราสารหนี้ไม่ด้อยสิทธิ) เพื่อผู้ออกตราสารใช้นับเป็นเงินกองทุนตามเกณฑ์ Basel ตัวเลือก 3 ถูก ตราสารหนี้ประเภทนี้ คณะกรรมการ Basel มีแนวคิดให้ธนาคารพาณิชย์มีเงินทุนที่มีคุณภาพและมีความเพียงพอที่จะรองรับความเสี่ยงในภาวะวิกฤตได้มากขึ้น ดังนั้นผู้ถือหุ้นกู้ด้อยสิทธิที่ถูกนับรวมในส่วนของเงินกองทุนต้องเข้ามารับความเสี่ยงร่วมกับผู้ถือหุ้นของธนาคารให้มากกว่าเดิม จึงมีข้อกำหนดที่จะแปลงเป็นหุ้นสามัญหรือตัดหนี้สูญเมื่อเกิดเหตุการณ์ trigger events ซึ่งเป็นเหตุการณ์ที่เกิดขึ้นก่อนระหว่างการตัดสินใจให้ตัดตราสารดังกล่าวเป็นหนี้สูญและการตัดสินใจให้ความช่วยเหลือโดยภาครัฐ ตัวเลือก 4 ผิด ตราสารหนี้ประเภทนี้ มีสภาพคล่องต่ำกว่าตราสารหนี้ทั่วไป เนื่องจากธนาคารพาณิชย์จะออกตราสารประเภทนี้ปริมาณจำกัดแต่ให้เพียงพอให้นับเป็นเงินกองทุนตามเกณฑ์ ในขณะที่ตราสารมีความเสี่ยงด้อยข้างสูงที่จะสูญเงินทันที ผู้ลงทุนจึงจำกัดในวงจำกัด สภาพคล่องในการซื้อขายตลาดรองจึงต่ำมาก
p2,5,ตัวเลือกใดถูกต้องเกี่ยวกับ ตราสารหนี้ที่ครบกำหนดไถ่ถอนเมื่อมีการเลิกบริษัท (Perpetual bond),1. ผู้ออกตราสาร เป็นธนาคารพาณิชย์เท่านั้น 2. เป็นตราสารหนี้ที่ไม่กำหนดเวลาไถ่ถอนไว้ชัดเจน โดยผู้ออกตราสารจะชำระเงินต้นและดอกเบี้ยเพียงครั้งเดียวเมื่อเลิกกิจการ 3. โดยทั่วไปมักมีข้อกำหนดที่ให้สิทธิผู้ออกตราสารหนี้ในการไถ่ถอนคืนก่อนกำหนด เมื่อพ้นกำหนดระยะเวลาตามที่ระบุไว้ในหนังสือชี้ชวน 4. มีสภาพคล่องสำหรับการซื้อขายเปลี่ยนมือ อยู่ระดับสูงกว่าตราสารหนี้ทั่วไป,3,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด ผู้ออก Perpetual bond สามารถเป็นได้ทั้งบริษัททั่วไปและสถาบันการเงิน ตัวเลือก 2 ผิด Perpetual bond คือตราสารหนี้ที่ไม่กำหนดเวลาไถ่ถอนไว้ชัดเจนและแน่นอน ผู้ออกตราสารจะชำระเงินต้นเพียงครั้งเดียวเมื่อเลิกกิจการ แต่ในส่วนของดอกเบี้ยจ่ายตามกำหนดในสัญญา (ไม่ใช่จ่ายดอกเบี้ยครั้งเดียวเมื่อเลิกกิจการ) ตัวเลือก 3 ถูก ตราสารหนี้ประเภทนี้มักมีข้อกำหนดที่ให้สิทธิผู้ออกตราสารในการไถ่ถอนคืนก่อนกำหนดเมื่อไม่พันกิดระยะเวลาตามที่ระบุในหนังสือชี้ชวน ตัวเลือก 4 ผิด ตราสารหนี้ประเภทนี้มีสภาพคล่องต่ำกว่าตราสารหนี้ทั่วไป เนื่องจากตราสารมีความเสี่ยงค่อนข้างสูง ไม่มีอายุชัดเจนแน่นอน สภาพคล่องในการซื้อขายตลาดรองจึงต่ำมาก
p2,6,ตัวเลือกใดถูกต้องเกี่ยวกับ ตราสารหนี้ที่ความซับซ้อนเกิดจากการมีอนุพันธ์แฝง (หุ้นกู้อนุพันธ์),1. ตราสารหนี้ Convertible Bond ที่กำหนดให้สิทธิแก่ ผู้ถือตราสารหนี้ในการแปลงสภาพ ตราสารหนี้เป็นหุ้นสามัญ ของบริษัทผู้ ออกตราสารหนี้ ถือว่าเป็นประเภทหนึ่งของตราสารหนี้ที่ความซับซ้อนเกิดจาก การมีอนุพันธ์แฝง 2. ตราสารหนี้ Puttable Bond ที่กำหนดให้สิทธิแก่ผู้ถือตราสารหนี้มีสิทธิเรียกให้ผู้ออกตราสารชำระหนี้คืนก่อนกําหนด ถือว่าเป็นประเภทหนึ่งของตราสารหนี้ที่ความซับซ้อนเกิด จากการมีอนุพันธ์แฝง 3. ตราสารหนี้ประเภทนี้มีเงื่อนไขการจ่ายผลตอบแทนส่วนเพิ่มโดยจะแปรผันตามราคาของตัวแปรอ้างอิง 4. ตราสารหนี้ประเภท นี้จะต้องจัดโครงสร้างที่ คุ้มครองเงินต้น ทั้งจำนวนเท่านั้น เพื่อลด ความเสี่ยงของผู้ถือตราสาร,3,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด ตราสารหนี้ที่กำหนดให้สิทธิแก่ผู้ถือตราสารหนี้ในการแปลงสภาพตราสารหนี้เป็นหุ้นสามัญของบริษัทผู้ออกตราสารหนี้ (Convertible Bond) ไม่ถือว่าเป็นตราสารหนี้ซับซ้อนเกิดจากการมีอนุพันธ์แฝง แต่ถือว่าเป็นตราสารหนี้ปกติทั่วไป ตัวเลือก 2 ผิด ตราสารหนี้ที่กำหนดให้สิทธิแก่ผู้ถือตราสารหนี้มีสิทธิเรียกให้ผู้ออกตราสารชำระหนี้คืนก่อนกำหนด (Puttable Bond) ไม่ถือว่าเป็นตราสารหนี้ซับซ้อนเกิดจากการมีอนุพันธ์แฝง แต่ถือเป็นตราสารหนี้ปกติทั่วไป ตัวเลือก 3 ถูก ตราสารหนี้ประเภทนี้มีเงื่อนไขการให้ผลตอบแทนส่วนเพิ่มโดยจะแปรผันตามราคาของตัวแปรอ้างอิง ตัวเลือก 4 ผิด ตราสารหนี้ประเภทนี้มีการจัดโครงสร้างได้หลายลักษณะ เช่น คุ้มครองเงินต้นทั้งหมด หรือบางส่วน
p2,7,"หุ้นกู้อนุพันธ์ที่จ่ายผลตอบแทนอ้างอิงกับหุ้นสามัญ (Equity linked notes: ELN) มูลค่า 10,000 บาท อายุ 3 เดือน มีเงื่อนไขดังนี้  - หากราคาหุ้นวัน สุดท้ายสูงกว่า 100 บาท ผู้ถือหุ้นกู้จะได้รับเงินต้น พร้อมดอกเบี้ย ร้อยละ 1.2% ต่อไตรมาส (3 เดือน)- หากราคาหุ้นวันสุดท้ายต่ำ กว่าหรือเท่ากับ 100 บาท ผู้ถือหุ้นกู้จะได้หุ้นจำนวน 100 หุ้นราคาหุ้นละ 100 บาทตัวเลือกใดแสดงจําน วนเงินหรือหุ้นที่จะได้รับเมื่อหุ้นกู้อนุพันธ์ครบกำหนดอายุสัญญาได้ถูกต้อง","1. หากราคาหุ้นสามัญเท่ากับ 98 บาท จะได้รับเงินสดคืน 10,120 บาท 2. หากราคาหุ้นสามัญ เท่ากับ 98 บาท จะได้หุ้น โดยจ่ายเงินชำระค่าหุ้นเท่ากับ 10,000 บาท 3. หากราคาหุ้นสามัญ เท่ากับ 105 บาท จะได้รับเงินสดคืน 10,500 บาท 4. หากราคาหุ้นสามัญ เท่ากับ 105 บาท จะได้หุ้น โดยจ่ายเงินชำระค่าหุ้นเท่ากับ 10,500 บาท",2,TRUE,TRUE,TRUE,"หากราคาหุ้นเท่ากับ 98 บาท (ต่ำกว่า 100 บาท) ผู้ถือพันธบัตรจะได้หุ้นจำนวน 100 หุ้นที่ราคาหุ้นละ 100 บาท ดังนั้นจะชำระเงินค่าหุ้นเท่ากับ 10,000 บาท"
p2,8,"หุ้นกู้อนุพันธ์ที่จ่ายผลตอบแทนอ้างอิงกับดอกเบี้ยในตลาดเงิน (interest rate linked notes) มูลค่า 1,000 บาทอายุ 1 ปี จ่ายผลตอบแทนปีละครั้ง โดย มีเงื่อนไขชำระหนี้เมื่อครบกำหนดอายุสัญญา ดังนี้ จำนวนเงินที่ได้รับชำระคืน = มูลค่าที่ตราไว้ + {มูลค่าที่ตราไว้ × [max(1%, (10% - MLR เฉลี่ย]}","1. หาก MLR เฉลี่ย เท่ากับ 5% จะได้รับเงินสดคืน 1,060 บาท 2. หาก MLR เฉลี่ย เท่ากับ 6% จะได้รับเงินสดคืน 1,060 บาท 3. หาก MLR เฉลี่ย เท่ากับ 11% จะได้รับเงินสดคืน 1,110 บาท 4. หาก MLR เฉลี่ย เท่ากับ 12% จะได้รับเงินสดคืน 1,010 บาท",4,TRUE,TRUE,TRUE,"จำนวนเงินที่ได้รับ =มูลค่าที่ตราไว้ + (มูลตำที่ตราไว้ x [ max(1%, (10% - MLRเฉลี่ย) ] หาก MLR เฉลี่ย เท่ากับ 12% จำนวนเงินที่ได้รับ = 1,000 + (1,000 x ( max(1%, (10% - 12%) )) = 1,000 + (1,000 x ( max(1%,(-2%)) = 1,000+(1,000 x(1%)) = 1,010 บาท"
p2,9,"หุ้นกู้อนุพันธ์ที่จ่ายผลตอบแทนอ้างอิงกับอัตราแลกเปลี่ยน (Foreign exchange rate-linked notes) มูลค่า 1,000 บาท อายุ 1 ปี เสนอขายที่อัตราคิดลด 97% ของมูลค่าที่ตราไว้โดยจ่ายผลตอบแทนอ้างอิงกับอัตราแลกเปลี่ยนระหว่างสกุลเงินบาทเมื่อเทียบกับดอลลาร์สหรัฐฯ โดยราคาใช้สิทธิที่ THB/USD เท่ากับ 40 บาท และมีเงื่อนไขชำระหนี้ เมื่อครบกำหนดอายุสัญญา ดังนี้ (กรณี ค่าเงินดอลลาร์สหรัฐแข็งค่ามากกว่าราคาใช้สิทธิ ผู้ถือหุ้นกู้จะได้รับ เงินคืน 1,000 บาท) (กรณีค่าเงิน ดอลลาร์สหรัฐอ่อนค่าต่ำ กว่าหรือเท่ากับราคาใช้สิทธิ ผู้ถือหุ้นกู้จะได้รับเงินสกุลดอลลาร์สหรัฐเป็นจำนวน เท่ากับมูลค่าที่ ตราไว้/ราคาใช้สิทธิ = 1,000/40 = 25 ดอลลาร์สหรัฐ) ตัวเลือกใดแสดงจํานวนเงินที่จะได้รับคืน เมื่อหุ้นกู้อนุพันธ์ครบกำหนดอายุสัญญาได้ถูกต้อง","1. หากอัตราแลกเปลี่ยน THB/USD เท่ากับ 38 บาท จะได้รับเงินคืน 26.31 ดอลลาร์สหรัฐ 2. หากอัตราแลกเปลี่ยน THB/USD เท่ากับ 39 บาท จะได้รับเงินคืน 1,000 บาท 3. หากอัตราแลกเปลี่ยน THB/USD เท่ากับ 42 บาท จะได้รับ เงินคืน 1,000 บาท 4. หากอัตราแลกเปลี่ยน THB/USD เท่ากับ 45 บาท จะได้รับเงินคืน 22.22 ดอลลาร์สหรัฐ",3,TRUE,TRUE,TRUE,"อัตราแลกเปลี่ยน THB/USD เท่ากับ 42 บาท แสดงว่าค่าเงินดอลลาร์สหรัฐแข็งค่ามากกว่าราคาใช้สิทธิ ดังนั้นผู้ถือหุ้นก็จะได้รับเงินคืน 1,000 บาท"
p2,10,ตัวเลือกใดถูกต้องเกี่ยวกับ ตราสารหนี้ที่มีความเสี่ยงสูง  [I ตราสารหนี้ที่ได้รับ จัดอันดับความน่าเชื่อถือสูงกว่าอันดับที่สามารถลงทุนได้] [II ตราสารหนี้ที่ไม่ได้รับ จัดอันดับความน่าเชื่อถือ (Unrated bond)] [III ตราสารหนี้ที่อันดับความน่าเชื่อถือ ที่ต่ำกว่า B-] [IV ตราสารหนี้ที่อันดับความน่าเชื่อถือต่ำกว่า BBB-] ,1. I และ III 2. I และ IV 3. II และ III 4. II และ IV ,4,TRUE,TRUE,TRUE,I ผิด ตราสารหนี้ที่มีความเสี่ยงสูง หมายถึง ตราสารหนี้ที่ได้รับจัดอันดับความน่าเชื่อถือต่ำกว่าอันดับที่สามารถลงทุนได้ II ถูก ตราสารหนี้ที่มีความเสี่ยงสูง หมายถึง ตราสารหนี้ที่ไม่ได้รับจัดอันดับความน่าเชื่อถือ (Unrated bond) III ผิด ตราสารหนี้ที่มีความเสี่ยงสูง หมายถึง ตราสารหนี้ที่มีอันดับความน่าเชื่อถือที่ต่ำกว่า BBB- เป็นต้นไป ไม่ใช่ B- IV ถูก
